Šifra;Naziv;Župnija;Poštanski Broj;Mjesto;Adresa;Tip Ustanove;Osnivač;Ravnatelj;Telefon;Faks;e Pošta;Web
19-038-002;Osnovna škola ANTE CURAĆ-PINJAC;Dubrovačko-neretvanska županija;20275;Žrnovo;KAMPUŠ bb;Osnovna škola;Dubrovačko-neretvanska županija;Ivan Fabris;020/716-063, 020/721-088;020/716-063;tajnistvo@os-acpinjac-zrnovo.skole.hr, skola@os-acpinjac-zrnovo.skole.hr;http://os-acpinjac-zrnovo.skole.hr/
19-045-001;OSNOVNA ŠKOLA BRAĆA GLUMAC;Dubrovačko-neretvanska županija;20290;Lastovo;DOLAC 11;Osnovna škola;Dubrovačko-neretvanska županija;Vedrana Ortika Medini;020/801-385, 020/801-427, 020/801-037;;ured@os-bglumac-lastovo.skole.hr;
19-049-001;OSNOVNA ŠKOLA STJEPANA RADIĆA;Dubrovačko-neretvanska županija;20350;Metković;KRALJA ZVONIMIRA 8;Osnovna škola;Dubrovačko-neretvanska županija;Božena Nikoletić;020/681-621, 020/681-514;020/681-514;ossradica@os-sradica-metkovic.skole.hr;http://os-sradica-metkovic.skole.hr/
19-049-002;Osnovna škola Don Mihovila Pavlinovića;Dubrovačko-neretvanska županija;20350;Metković;ALOJZIJA STEPINCA 6;Osnovna škola;Dubrovačko-neretvanska županija;Žana Dodig;020/686-098, 020/686-770;020 685 948;tajnistvo@os-mpavlinovica-metkovic.skole.hr, ravnatelj@os-mpavlinovica-metkovic.skole.hr, admin@os-mpavlinovica-metkovic.skole.hr, ured@os-mpavlinovica-metkovic.skole.hr;
19-112-001;OSNOVNA ŠKOLA VLADIMIR NAZOR;Dubrovačko-neretvanska županija;20340;Ploče;TINA UJEVIĆA 3;Osnovna škola, Umjetnička škola;Dubrovačko-neretvanska županija;Tihana Pažin;020/679-703, 020 679 062, 020 670 735, 020 676 063, 020 676-046, 020 676-047, 020 676-064;020 692-520;osploce@os-vnazor-ploce.skole.hr;http://www.os-vnazor-ploce.skole.hr/
19-112-002;Osnovna škola FRA ANTE GNJEČA;Dubrovačko-neretvanska županija;20345;Staševica;PETRA KEŽIĆA 2;Osnovna škola;Dubrovačko-neretvanska županija;Boro Bustruc;020/695-102, 020/695-356, 020/695-102;020/695-102;skola@os-agnjeca-stasevica.skole.hr;
19-112-004;OSNOVNA ŠKOLA IVO DUGANDŽIĆ-MIŠIĆ;Dubrovačko-neretvanska županija;20344;Komin;BANA JOSIPA JELAČIĆA 13;Osnovna škola;Dubrovačko-neretvanska županija;Marjan Scipioni;020/688-184, 020/688-200;020/688-200;racunovodstvo@os-idmisic-komin.skole.hr, tajnistvo@os-idmisic-komin.skole.hr, ured@os-idmisic-komin.skole.hr;http://os-idmisic-komin.skole.hr/
19-507-001;OSNOVNA ŠKOLA CAVTAT;Dubrovačko-neretvanska županija;20210;Cavtat;STJEPANA RADIĆA 3;Osnovna škola;Dubrovačko-neretvanska županija;Kate Kukuljica;020/478-052, 020/478-052, 020/478-358, 020 479064, 020479550;020/478-358;racunovodstvo@os-cavtat.skole.hr, knjiznica@os-cavtat.skole.hr, pauline.runje@os-cavtat.skole.hr, katarina.cumo@os-cavtat.skole.hr, tajnistvo@os-cavtat.skole.hr;http://os-cavtat.skole.hr/
19-507-002;OSNOVNA ŠKOLA GRUDA;Dubrovačko-neretvanska županija;20215;Gruda;GRUDA 65;Osnovna škola;Dubrovačko-neretvanska županija;Zdenka Pivčić;020/791-012, 020/791-120, 020/791-442, 020/791-520, 020/791-030, 020/693-796;020/791-012;ravnatelj@os-gruda.skole.hr, racunovodja@os-gruda.skole.hr, knjiznica@os-gruda.skole.hr, pedagog@os-gruda.skole.hr, socijalnipedagog@os-gruda.skole.hr, ured@os-gruda.skole.hr;www.os-gruda.skole.hr
19-508-001;Osnovna škola STON;Dubrovačko-neretvanska županija;20230;Ston;Put braće Mihanović 8.;Osnovna škola;Dubrovačko-neretvanska županija;Mirko Mamić;020/754-033, 020/754-635, 020/754-800;;mirko.mamic@skole.hr, andrijana.mateljak@skole.hr, radovan.serdarusic@skole.hr, ured@os-ston.skole.hr;http://os-ston.skole.hr/
19-508-002;Osnovna škola Janjina;Dubrovačko-neretvanska županija;20246;Janjina;JANJINA  71;Osnovna škola;Dubrovačko-neretvanska županija;Marina Palihnić;020/741-250, 020/741-250;;skola@os-janjina.skole.hr;
19-509-001;OSNOVNA ŠKOLA OREBIĆ;Dubrovačko-neretvanska županija;20250;Orebić;JOZA ŠUNJA 4;Osnovna škola, Umjetnička škola;Dubrovačko-neretvanska županija;Nenad Menkadžiev;020/714-305, 020/713-036;020/714-306;ured@os-orebic.skole.hr;http://os-orebic.skole.hr/
19-509-003;Osnovna škola Kuna;Dubrovačko-neretvanska županija;20243;Kuna Pelješka;Kuna 43;Osnovna škola;Dubrovačko-neretvanska županija;Ana Milovčić;020/742-005;020/742-005;skola@os-kuna.skole.hr;os-kuna.skole.hr
19-510-001;Osnovna škola Mljet;Dubrovačko-neretvanska županija;20225;Babino Polje;SRŠENOVIĆI  42;Osnovna škola;Dubrovačko-neretvanska županija;Sanja Lazo;020/745-018, 020/745-270;020/745-402;ured@os-mljet-babinopolje.skole.hr;os-mljet-babinopolje.skole.hr
19-511-001;OSNOVNA ŠKOLA BLATO;Dubrovačko-neretvanska županija;20271;Blato;1. ULICA 25/2;Osnovna škola, Umjetnička škola;Dubrovačko-neretvanska županija;Tonći Padovan;020/851-233, 851-333, 020/851-333;;os-blato@os-blato.skole.hr, tonci.padovan@skole.hr;\thttp://os-blato.skole.hr/
19-512-001;OSNOVNA ŠKOLA OPUZEN;Dubrovačko-neretvanska županija;20355;Opuzen;SILVIJA STRAHIMIRA KRANJČEVIĆA 11;Osnovna škola, Umjetnička škola;Dubrovačko-neretvanska županija;Valentina Peršin Čubranić;020/671-133, 020/671-133, 020/671-083;020/672-664;info.os.opuzen@gmail.com, os-opuzen-001@os-opuzen.skole.hr;www.os-opuzen.skole.hr
19-513-001;OSNOVNA ŠKOLA KULA NORINSKA;Dubrovačko-neretvanska županija;20341;Kula Norinska;Trg hrvatskih žrtava 17;Osnovna škola;Dubrovačko-neretvanska županija;Josip Šprlje;020/693-376, 020/693-536;020/693-376;skola@os-kula-norniska.skole.hr;
19-514-001;Osnovna škola Otrići-Dubrave;Dubrovačko-neretvanska županija;20342;Otrić-Seoci;Otrić Seoci 3;Osnovna škola;Dubrovačko-neretvanska županija;Duško Dominiković;020/695-665, 020/695-665;020/695-727;skola@os-otrici-dubrave.skole.hr;os-otrici-dubrave.skole.hr
19-517-001;Osnovna škola Vela Luka;Dubrovačko-neretvanska županija;20270;Vela Luka;OBALA 3 BROJ 1;Osnovna škola, Umjetnička škola;Dubrovačko-neretvanska županija;Lucijana Mirošević;020/812-035, 020/812-035;020/812-239;osvelaluka@os-vela-luka.skole.hr;http://os-vela-luka.skole.hr/
19-518-001;OSNOVNA ŠKOLA SMOKVICA;Dubrovačko-neretvanska županija;20272;Smokvica;SMOKVICA  166;Osnovna škola;Dubrovačko-neretvanska županija;Emil Radovanović;020/831-355, 020/831-035;020/831-035;ured@os-smokvica.skole.hr;
19-589-001;OSNOVNA ŠKOLA SLANO;Dubrovačko-neretvanska županija;20232;Slano;TRG RUĐERA BOŠKOVIĆA 17;Osnovna škola;Dubrovačko-neretvanska županija;Ante Konjuh;020/871-514, 020/871-255;020/871-255;ured@os-slano.skole.hr;http://os-slano.skole.hr/
19-589-002;OSNOVNA ŠKOLA PRIMORJE;Dubrovačko-neretvanska županija;20205;Topolo;Smokovljani, Rudine 1;Osnovna škola;Dubrovačko-neretvanska županija;Zlatko Volarević;020/752-120;;os.primorje@gmail.com, racunovodstvo@os-primorje-smokovljani.skole.hr, ured@os-primorje-smokovljani.skole.hr;www.os-primorje-smokovljani.hr
19-601-001;OSNOVNA ŠKOLA TRPANJ;Dubrovačko-neretvanska županija;20240;Trpanj;KRALJA TOMISLAVA 41;Osnovna škola;Dubrovačko-neretvanska županija;Lovro Dabelić;020/743-423, 020/743-912;020/743-912;ostrpanj@gmail.com, ured@os-trpanj.skole.hr;http://os-trpanj.skole.hr/
19-602-001;Osnovna škola ŽUPA DUBROVAČKA;Dubrovačko-neretvanska županija;20207;Mlini;Dr. Ante Starčevića 84;Osnovna škola;Dubrovačko-neretvanska županija;Anton Jurkić;020/486-258, 020/485-078;020/486-928;os-zupa@du.t-com.hr, ured@os-zupa-dubrovacka.skole.hr;http://os-zupa-dubrovacka.skole.hr/
20-010-001;I. OSNOVNA ŠKOLA ČAKOVEC;Međimurska županija;40000;Čakovec;KRALJA TOMISLAVA 43;Osnovna škola;GRAD ČAKOVEC;Siniša Stričak;040/395-278, 040/395-279, 040/395 157, 040/396594;040/395-096;ured@os-prva-ck.skole.hr;http://os-prva-ck.skole.hr/
20-010-002;II. OSNOVNA ŠKOLA ČAKOVEC;Međimurska županija;40000;Čakovec;Trg pape Ivana Pavla II.1;Osnovna škola;GRAD ČAKOVEC;Vinko Grgić;040/390-120, 040/390-120, 040/391-331;040/390-120;vinko.grgic@skole.hr, ii.osnovna.skola2@ck.t-com.hr, ured@os-druga-ck.skole.hr;
20-010-003;III. OSNOVNA ŠKOLA ČAKOVEC;Međimurska županija;40000;Čakovec;IVANA PL. ZAJCA 24;Osnovna škola;GRAD ČAKOVEC;Nataša Hajdinjak;040/328-001, 040/328-001, 040/328-002, 040/328-003, 328-830;040/328-001;treca-os-cakovec@ck.t-com.hr;
20-010-004;OSNOVNA ŠKOLA VLADIMIRA NAZORA;Međimurska županija;40000;Pribislavec;Braće Radića 2/b, Pribislavec;Osnovna škola;Međimurska županija;Bruno Matotek;040/360-754, 040/360-754, 040/360-870;040/360-754;ured@os-vnazor-pribislavec.skole.hr, , ured@os-vnazor-pribislavec.skole.hr;www.os-vnazor-pribislavec.skole.hr
20-010-006;CENTAR ZA ODGOJ I OBRAZOVANJE ČAKOVEC;Međimurska županija;40000;Čakovec;IVANA PLEMENITOG ZAJCA 26;Osnovna škola;Grad Čakovec;Dragica Benčik;040/328-004, 040/328-004, 040/ 328-866;040/328-004;coocakovec@centar-odgojiobrazovanje-ck.skole.hr;www.centar-odgojiobrazovanje-ck.skole.hr
20-010-009;OSNOVNA ŠKOLA IVANOVEC;Međimurska županija;40000;Ivanovec;Ulica bana Jelačića 26;Osnovna škola;GRAD ČAKOVEC;Palmina Novak;040/337-221, 040/337-221, 040/338-035, 040 338-036;040/337-221;ured@os-ivanovec.skole.hr;
20-010-010;OSNOVNA ŠKOLA KURŠANEC;Međimurska županija;40000;Kuršanec;GLAVNA 15;Osnovna škola;GRAD ČAKOVEC;Marija Tepalović;040/389-100, 040/389-100, 040/389-099, 040-389-179;040/389-099;skola@os-kursanec.skole.hr;www.os-kursanec.skole.hr
20-504-001;OSNOVNA ŠKOLA Dr. VINKA ŽGANCA VRATIŠINEC;Međimurska županija;40316;Vratišinec;ŠKOLSKA 4;Osnovna škola;Međimurska Županija;Željko Maček;040/866-777, 040/866-777, 040/867-087, 040/866-766;040/866-770;ured@os-vzganca-vratisinec.skole.hr;
20-519-001;OSNOVNA ŠKOLA BELICA;Međimurska županija;40319;Belica;LJUDEVITA GAJA 21;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Antun Žulić;040/845-220, 040/845-220, 040/845-034;040/845-220;ured@os-belica.skole.hr;, 
20-520-001;OSNOVNA ŠKOLA DONJA DUBRAVA;Međimurska županija;40328;Donja Dubrava;Krbulja 21;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Mirjana Ribić;040/688-825, 040/688-492, 040/608-077, 040 688 825;040/689-025;ured@os-donja-dubrava.skole.hr;www.os-donja-dubrava.skole.hr
20-521-001;Osnovna škola Hodošan;Međimurska županija;40320;Hodošan;Braće Radića 2/A;Osnovna škola;Međimurska županija;Damir Kovačić;040/679-451, 040/679-451;040/679-516;osh@os-hodosan.skole.hr;
20-522-001;OSNOVNA ŠKOLA GORIČAN;Međimurska županija;40324;Goričan;ŠKOLSKA 16;Osnovna škola;Međimurska županija;Zlatko Varošanec;040/601-160, 040/601-160, 040/601-160;040/602-164;osg@os-gorican.skole.hr;
20-523-001;OSNOVNA ŠKOLA TOMAŠA GORIČANCA MALA SUBOTICA;Međimurska županija;40321;Mala Subotica;GLAVNA 55;Osnovna škola;MEĐIMURSKA ŽUPANIJA;;040/631-620, 040/631-620, 098/170-5389;040/631-023;ured@os-mala-subotica.skole.hr;
20-523-002;OSNOVNA ŠKOLA OREHOVICA;Međimurska županija;40322;Orehovica;Školska ulica 2;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Branko Sušec;040/635-020, 040/635-020, 040/635-343;040/635-020;ured@os-orehovica.skole.hr;
20-524-001;OSNOVNA ŠKOLA MURSKO SREDIŠĆE;Međimurska županija;40315;Mursko Središće;VLADIMIRA NAZORA 22;Osnovna škola;Međimurska županija;Elvis Šarić;040/543-106, 040/543-106, 040/544-560;040/543-106;osnovna.skola.mursko.sredisce@ck.t-com.hr;
20-525-001;OSNOVNA ŠKOLA NEDELIŠĆE;Međimurska županija;40305;Nedelišće;TRG REPUBLIKE 9;Osnovna škola;Međimurska županija;Ivica Paić;040/821-404, 040/821-404, 040/821-494;040/821-404;os-nedelisce@os-nedelisce.skole.hr;http://os-nedelisce.skole.hr/
20-525-002;Osnovna škola Dr. Ivana Novaka Macinec;Međimurska županija;40306;Macinec;GLAVNA 32;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Božena Dogša;040/858-482, 040/858-482, 040/858-750, 040/858-749, 858760;040/858-751;os.macinec@ck.t-com.hr, tajnistvo@os-macinec.skole.hr, ured@os-inovaka-macinec.skole.hr;
20-526-001;OSNOVNA ŠKOLA PODTUREN;Međimurska županija;40317;Podturen;ČAKOVEČKA 5;Osnovna škola;Međimurska županija;Marijana Cerovec;040/847-477, 040/847-477, 040/847-470, 040 / 847-479, 040 / 847-473, 040 / 847-475, 040 / 847-474;040 / 847-479;os-podturen-tajnistvo@ck.htnet.hr, ured@os-podturen.skole.hr;www.os-podturen.hr
20-527-001;OSNOVNA ŠKOLA PRELOG;Međimurska županija;40323;Prelog;TRG BANA JELAČIĆA 2;Osnovna škola;Međimurska županija;Melita Trupković;040/646-066, 040/646-066, 040/645-954;040/646-066;ured@os-prelog.skole.hr;
20-527-002;OSNOVNA ŠKOLA DONJI KRALJEVEC;Međimurska županija;40320;Donji Kraljevec;ČAKOVEČKA 7;Osnovna škola;Međimurska županija;Sandra Vlahek;040/655-137, 040/655-604;040/655-639;ravnateljica@os-donji-kraljevec.skole.hr, skola@os-donji-kraljevec.skole.hr;
20-527-003;OSNOVNA ŠKOLA DRAŠKOVEC;Međimurska županija;40323;Prelog;Draškovićeva 47, Draškovec;Osnovna škola;Međimurska županija;Margit Mirić;040/643-606, 040/643-606;;ured@os-draskovec.skole.hr;www.os-draskovec.skole.hr
20-528-001;OSNOVNA ŠKOLA IVANA GORANA KOVAČIĆA SVETI JURAJ NA BREGU;Međimurska županija;40311;Pleškovec;Pleškovec 31;Osnovna škola;Međimurska županija;Mladen Beuk;040/855-308, 040/855-308, 040/855-933, 040/855803;040/856-158;ured@os-igkovacic-svetijurajnabregu.skole.hr;
20-529-001;OSNOVNA ŠKOLA SVETI MARTIN NA MURI;Međimurska županija;40313;Sveti Martin na Muri;Trg Svetog Martina 4;Osnovna škola;Međimurska županija;Petra Novinščak;040/868-206, 040/868-206, 040/868-899;040/868-206;skola@os-svetimartinnamuri.skole.hr;http://os-svetimartinnamuri.skole.hr/
20-530-001;OSNOVNA ŠKOLA SELNICA;Međimurska županija;40314;Selnica;JELAČIĆEV TRG 2;Osnovna škola;Međimurska županija;Anica Rašperger;040/861-137, 040/861-137, 040/861-901;040/861-481;ured@os-selnica.skole.hr;http://os-selnica.skole.hr
20-531-001;OSNOVNA ŠKOLA ŠTRIGOVA;Međimurska županija;40312;Štrigova;ŠTRIGOVA 126A;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Stanislav Rebernik;040/851-005;040/851-570;os-strigova@ck.t-com.hr, os-strigova@os-strigova.skole.hr;os-strigova.skole.hr
20-532-001;Osnovna škola Domašinec;Međimurska županija;40318;Domašinec;MARKA KOVAČA 1;Osnovna škola;Međimurska županija;Martina Kivač;040/863-106, 040/863-106, 0992132713;040/863-725;ured@os-domasinec.skole.hr;
20-533-001;OSNOVNA ŠKOLA JOŽE HORVATA KOTORIBA;Međimurska županija;40329;Kotoriba;Ignaca Svetomartinskog 1;Osnovna škola;Međimurska županija;Snježana Matoš;040/682-124, 040/ 683 043, 040/ 683-284, 040 683 054;040/683-044;os-kotoriba@ck.t-com.hr, ured@os-jozehorvata-kotoriba.skole.hr;www.os-jozehorvata-kotoriba.skole.hr
20-604-001;OSNOVNA ŠKOLA GORNJI MIHALJEVEC;Međimurska županija;40306;Gornji Mihaljevec;GORNJI MIHALJEVEC 83;Osnovna škola;MEĐIMURSKA ŽUPANIJA;Karmen Sklepić;040/899-115, 040/899-115, 040/899-393;040/899-394;os-gornji-mihaljevec@ck.t-com.hr;
20-606-001;OSNOVNA ŠKOLA STRAHONINEC;Međimurska županija;40000;Strahoninec;ČAKOVEČKA 55;Osnovna škola;Međimurska županija;;040/333-408, 040/333-878;040/333-878;os-strahoninec@ck.t-com.hr, ured@os-strahoninec.skole.hr;www.os-strahoninec.skole.hr
20-607-001;OSNOVNA ŠKOLA SVETA MARIJA;Međimurska županija;40326;Sveta Marija;ANDRIJE HABUŠA 29/A;Osnovna škola;Međimurska županija;Gorana Šavora Peter;040/660-017, 040/660-017, 040/660-821;040/660-017;ured@os-sveta-marija.skole.hr;os-sveta-marija.skole.hr
20-608-001;OSNOVNA ŠKOLA PETAR ZRINSKI ŠENKOVEC;Međimurska županija;40000;Šenkovec;MARŠALA TITA 21;Osnovna škola;Međimurska županija;Vladimir Novak;040/343-442, 040/343-442, 040/343-678;040/343-442;os-pzrinski@os-senkovec.skole.hr;http://os-senkovec.skole.hr/
21-114-001;Osnovna škola Ivana Gundulića;Grad Zagreb županija;10000;Zagreb;GUNDULIĆEVA 23 A;Osnovna škola;Grad Zagreb;Zoran Čorkalo;01/485-41-86, 01/485-41-86, 01/485-41-87;01/485-41-87;skola@os-igundulica-zg.skole.hr;
21-114-002;Osnovna škola Jabukovac - Zagreb;Grad Zagreb županija;10000;Zagreb;JABUKOVAC 30;Osnovna škola;Grad Zagreb ;Romana Šimunić Cvrtila;01/48-34-391, 01/48-34-391, 01/48-34-392, 01/48-38-800;01/48-75-965;jabukovac-zagreb@os-jabukovac-zg.skole.hr;
21-114-003;Osnovna škola Miroslava Krleže;Grad Zagreb županija;10000;Zagreb;KAPTOL 16;Osnovna škola;Grad Zagreb;Silvana Galinović;01/481-74-60, 01/481-74-60, 01/481-74-66, 01/48-12-926, 01/48-75-963;01/481-74-66;osmk@os-mkrleze-zg.skole.hr, osmk@os-mkrleze-zg.skole.hr;http://os-mkrleze-zg.skole.hr/, http://os-mkrleze-zg.skole.hr/
21-114-004;Osnovna škola Šestine;Grad Zagreb županija;10000;Zagreb;PODREBERNICA 13;Osnovna škola;Grad Zagreb ;Ljubomir Špiljar;01 467 4261;4646 032;ured@os-sestine-zg.skole.hr;
21-114-005;Osnovna škola Pantovčak;Grad Zagreb županija;10000;Zagreb;HERCEGOVAČKA 108;Osnovna škola;Grad Zagreb ;Miroslav Klobučar;01/482-41-48, 4824 - 149;01/482-44-22;pantovcak@os-pantovcak-zg.skole.hr;
21-114-006;Osnovna škola Izidora Kršnjavoga;Grad Zagreb županija;10000;Zagreb;KRŠNJAVOGA 2;Osnovna škola;Grad Zagreb ;Lidija Sosa Šimenc;01/482-80-66, 01/482-80-66, 01/482-80-67, 01 4828 066, 01 4828 066, 01 4828 066;01/482-80-67;ured@os-ikrsnjavi-zg.skole.hr;1, 
21-114-007;Osnovna škola Ksavera Šandora Gjalskog;Grad Zagreb županija;10000;Zagreb;MLINARSKA 35;Osnovna škola;Grad Zagreb ;Mario Keča;01/466-61-21, 01/466-61-21, 01/466-61-21;01/466-61-21;skola@os-ksdjalskog-zg.skole.hr;
21-114-008;Osnovna škola Josipa Jurja Strossmayera;Grad Zagreb županija;10000;Zagreb;VARŠAVSKA 18;Osnovna škola;Grad Zagreb ;Nenad Oremuš;4878 980, 4878 981, 4878 980;01/483-05-42;os.strossmayera@gmail.com;
21-114-010;Osnovna škola Otona Ivekovića;Grad Zagreb županija;10090;Zagreb;Stjepana Pasanca 3;Osnovna škola;Grad Zagreb ;Biserka Šćurić;01/3860-696, 01/3860-696/kućni 102, 01/3860-696/kućni 101;01/3878-000;os-otona-ivekovica@zg.t-com.hr, ured@os-oivekovica-zg.skole.hr;
21-114-011;OSNOVNA ŠKOLA KUSTOŠIJA;Grad Zagreb županija;10000;Zagreb;SOKOLSKA 7;Osnovna škola;GRAD ZAGREB;Gordana Kajić;01/375-03-07, 01/375-03-07, 01/370-16-62;01/3751-708;ured@os-kustosija-zg.skole.hr;os-kustosija-zg.skole.hr
21-114-012;OSNOVNA ŠKOLA IVANA CANKARA;Grad Zagreb županija;10000;Zagreb;Cankareva 10;Osnovna škola;Grad Zagreb;Boris Počuča;01/370-20-48, 01/370-20-48, 01/370-20-48;01/377-76-25;cankarica@os-icankara-zg.skole.hr;
21-114-013;Osnovna škola Medvedgrad;Grad Zagreb županija;10000;Zagreb;STRMA CESTA 15;Osnovna škola;Grad Zagreb ;Blaženka Gašljević;01/370-10-22, 01/370-07-67;01/37-00-767;ured@os-medvedgrad-zg.skole.hr;http://os-medvedgrad-zg.skole.hr/
21-114-014;OSNOVNA ŠKOLA PAVLEKA MIŠKINE;Grad Zagreb županija;10000;Zagreb;SVETI DUH 24;Osnovna škola;Grad Zagreb ;Vesna Vrbanović Jančić;01/6454-960, 01/6454-961, 01/6457-704, 01/6454-962, 01/6454-963, 01/6454-964;01/6454-703;pavlekica@os-pmiskine-zg.skole.hr;
21-114-015;Osnovna škola Petra Zrinskog;Grad Zagreb županija;10000;Zagreb;KRAJIŠKA 9;Osnovna škola;Grad Zagreb ;Mirjana Jermol;01/3908-530, 01 3908-522, 01/3908-523, 01/3908-524, 01/3908-526, 01/3908-520, 01/3908-521, 01/3908-525;01/3908-531;ospz@os-pzrinskog-zg.skole.hr;http://www.os-pzrinskog-zg.skole.hr/
21-114-016;OSNOVNA ŠKOLA ANTUNA MIHANOVIĆA;Grad Zagreb županija;10040;Zagreb;Dubečka 5;Osnovna škola;Grad Zagreb ;Beatrica Šurbek;01/292-48-62, 01/292-48-62, 01/292-48-62, 01/292-03-53;01/292-48-63;ured@os-amihanovica-zg.skole.hr;
21-114-017;OSNOVNA ŠKOLA RETKOVEC;Grad Zagreb županija;10040;Zagreb;Aleja javora 2;Osnovna škola;Grad Zagreb ;Jako Šuker;01/2853-888, 299-25-23, 01/2853-888, 01/299-25-23;01/2920-454;ured@os-retkovec-zg.skole.hr;
21-114-018;OSNOVNA ŠKOLA ŽUTI BRIJEG;Grad Zagreb županija;10040;Zagreb;Vrtnjakovečka 8;Osnovna škola;Grad Zagreb ;Veljko Kordić;01/2852-224, 01/2852-224, 01/2917-319;01/2982-331;skola@os-zutibrijeg-zg.skole.hr;www.os-zutibrijeg-zg.skole.hr
21-114-019;Osnovna škola dr. Ante Starčevića;Grad Zagreb županija;10040;Zagreb;Svetog Leopolda Mandića 55;Osnovna škola;Grad Zagreb ;Nikica Mihaljević;01/285-16-15, 01/285-23-51;01/295-06-06;skola@os-astarcevica-zg.skole.hr;
21-114-020;Osnovna škola Granešina;Grad Zagreb županija;10040;Zagreb;Granešina 1;Osnovna škola;Grad Zagreb ;Marijan Vulić;01/298-40-78;01/298-47-50;ured@os-granesina-zg.skole.hr;www.granesina@gmail.com
21-114-021;Osnovna škola IVANA MAŽURANIĆA;Grad Zagreb županija;10040;Zagreb;Javorinska 5;Osnovna škola;Grad Zagreb ;Nikola Šandrk;01/285-20-82, 01/285-20-82;01/299-29-48;ured@os-imazuranica-zg.skole.hr;os-imazuranica-zg.skole.hr
21-114-022;Osnovna škola Mate Lovraka;Grad Zagreb županija;10040;Zagreb;Aleja Blaža Jurišića 13;Osnovna škola;Grad Zagreb ;Alemka Pliestić;01/299-09-15, 01/299-09-15, 01/299-09-16, 01/298-28-07;01/298-28-07;ured@os-mlovraka-zg.skole.hr;http://os-mlovraka-zg.skole.hr
21-114-023;OSNOVNA ŠKOLA MARIJE JURIĆ ZAGORKE;Grad Zagreb županija;10040;Zagreb;Štefanovečka c. 67;Osnovna škola;Grad Zagreb ;Željko Kelava;01/291-07-00;01/291 1354;ured@os-mjzagorke-zg.skole.hr;www.os-mjzagorke-zg.skole.hr
21-114-024;Osnovna škola Čučerje;Grad Zagreb županija;10040;Zagreb;Čučerska cesta 382;Osnovna škola;Grad Zagreb ;Vesna Orešković;01/2986-487, 01/2986-487, 01/2986- 780;;ured@os-cucerje-zg.skole.hr;http://www.os-cucerje-zg.skole.hr/
21-114-025;Osnovna škola Vjenceslava Novaka;Grad Zagreb županija;10040;Zagreb;VILE VELEBITE 15 A;Osnovna škola;Grad Zagreb ;Žarko Ćorić;01/285-38-00, 01/285-38-00, 01/285-95-98;01/285-95-98;ured@os-vnovaka-zg.skole.hr;
